alert_id,alert_no,station,sensor,sensor_type,alert_type,fault_type,lsl,alert_value,hsl,start_time,end_time,duration,status,timelapse,date,remarks,acknowledge
1041,A_op_20_motor temperature_2023-01-18 14:04:58.934,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:04:58.934, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1042,A_op_20_motor temperature_2023-01-18 14:04:58.935,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:04:58.935, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1043,A_op_20_motor temperature_2023-01-18 14:05:01.936,op_20,motor temperature,servo motors,High limit,One minute,10,60,20,2023-01-18 14:05:01.936, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1044,A_op_20_motor temperature_2023-01-18 14:05:01.936,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:01.936, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1045,A_op_20_motor temperature_2023-01-18 14:05:01.937,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:01.937, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1046,A_op_20_motor temperature_2023-01-18 14:05:01.937,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:01.937, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1047,A_op_20_motor temperature_2023-01-18 14:05:01.937,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:01.937, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1048,A_op_20_motor temperature_2023-01-18 14:05:01.937,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:01.937, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1049,A_op_20_motor temperature_2023-01-18 14:05:04.938,op_20,motor temperature,servo motors,High limit,One minute,10,83,20,2023-01-18 14:05:04.938, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1050,A_op_20_motor temperature_2023-01-18 14:05:04.938,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:04.938, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1051,A_op_20_motor temperature_2023-01-18 14:05:04.939,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:04.939, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1052,A_op_20_motor temperature_2023-01-18 14:05:04.939,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:04.939, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1053,A_op_20_motor temperature_2023-01-18 14:05:04.939,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:04.939, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1054,A_op_20_motor temperature_2023-01-18 14:05:04.939,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:04.939, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1055,A_op_20_motor temperature_2023-01-18 14:05:07.944,op_20,motor temperature,servo motors,High limit,One minute,10,29,20,2023-01-18 14:05:07.944, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1056,A_op_20_motor temperature_2023-01-18 14:05:07.945,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:07.945, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1057,A_op_20_motor temperature_2023-01-18 14:05:07.945,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:07.945, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1058,A_op_20_motor temperature_2023-01-18 14:05:07.945,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:07.945, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1059,A_op_20_motor temperature_2023-01-18 14:05:07.945,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:07.945, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1060,A_op_20_motor temperature_2023-01-18 14:05:07.945,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:07.945, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1061,A_op_20_motor temperature_2023-01-18 14:05:10.946,op_20,motor temperature,servo motors,High limit,One minute,10,50,20,2023-01-18 14:05:10.946, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1062,A_op_20_motor temperature_2023-01-18 14:05:10.947,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:10.947, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1063,A_op_20_motor temperature_2023-01-18 14:05:10.947,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:10.947, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1064,A_op_20_motor temperature_2023-01-18 14:05:10.947,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:10.947, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1065,A_op_20_motor temperature_2023-01-18 14:05:10.947,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:10.947, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1066,A_op_20_motor temperature_2023-01-18 14:05:10.948,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:10.948, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1067,A_op_20_motor temperature_2023-01-18 14:05:13.956,op_20,motor temperature,servo motors,High limit,One minute,10,93,20,2023-01-18 14:05:13.956, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1068,A_op_20_motor temperature_2023-01-18 14:05:13.956,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:13.956, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1069,A_op_20_motor temperature_2023-01-18 14:05:13.956,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:13.956, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1071,A_op_20_motor temperature_2023-01-18 14:05:13.957,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:13.957, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1072,A_op_20_motor temperature_2023-01-18 14:05:13.957,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:13.957, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1073,A_op_20_motor temperature_2023-01-18 14:05:13.957,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:13.957, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1075,A_op_20_motor temperature_2023-01-18 14:05:16.966,op_20,motor temperature,servo motors,High limit,One minute,10,50,20,2023-01-18 14:05:16.966, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1076,A_op_20_motor temperature_2023-01-18 14:05:16.966,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:16.966, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1077,A_op_20_motor temperature_2023-01-18 14:05:16.967,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:16.967, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1079,A_op_20_motor temperature_2023-01-18 14:05:16.967,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:16.967, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1080,A_op_20_motor temperature_2023-01-18 14:05:16.967,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:16.967, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1081,A_op_20_motor temperature_2023-01-18 14:05:16.967,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:16.967, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1082,A_op_20_motor temperature_2023-01-18 14:05:19.962,op_20,motor temperature,servo motors,High limit,One minute,10,29,20,2023-01-18 14:05:19.962, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1083,A_op_20_motor temperature_2023-01-18 14:05:19.962,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:19.962, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1084,A_op_20_motor temperature_2023-01-18 14:05:19.963,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:19.963, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1086,A_op_20_motor temperature_2023-01-18 14:05:19.963,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:19.963, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1087,A_op_20_motor temperature_2023-01-18 14:05:19.963,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:19.963, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1088,A_op_20_motor temperature_2023-01-18 14:05:19.963,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:19.963, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1089,A_op_20_motor temperature_2023-01-18 14:05:22.965,op_20,motor temperature,servo motors,High limit,One minute,10,44,20,2023-01-18 14:05:22.965, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1090,A_op_20_motor temperature_2023-01-18 14:05:22.965,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:22.965, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1091,A_op_20_motor temperature_2023-01-18 14:05:22.965,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:22.965, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1093,A_op_20_motor temperature_2023-01-18 14:05:22.966,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:22.966, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1094,A_op_20_motor temperature_2023-01-18 14:05:22.966,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:22.966, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1095,A_op_20_motor temperature_2023-01-18 14:05:22.966,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:22.966, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1096,A_op_20_motor temperature_2023-01-18 14:05:25.970,op_20,motor temperature,servo motors,High limit,One minute,10,91,20,2023-01-18 14:05:25.970, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1097,A_op_20_motor temperature_2023-01-18 14:05:25.971,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:25.971, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1098,A_op_20_motor temperature_2023-01-18 14:05:25.971,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:25.971, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1100,A_op_20_motor temperature_2023-01-18 14:05:25.971,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:25.971, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1101,A_op_20_motor temperature_2023-01-18 14:05:25.971,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:25.971, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1102,A_op_20_motor temperature_2023-01-18 14:05:25.972,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:25.972, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1103,A_op_20_motor temperature_2023-01-18 14:05:28.975,op_20,motor temperature,servo motors,High limit,One minute,10,43,20,2023-01-18 14:05:28.975, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1104,A_op_20_motor temperature_2023-01-18 14:05:28.976,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:28.976, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1105,A_op_20_motor temperature_2023-01-18 14:05:28.976,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:28.976, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1107,A_op_20_motor temperature_2023-01-18 14:05:28.976,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:28.976, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1108,A_op_20_motor temperature_2023-01-18 14:05:28.976,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:28.976, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1109,A_op_20_motor temperature_2023-01-18 14:05:28.976,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:28.976, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1110,A_op_20_motor temperature_2023-01-18 14:05:31.985,op_20,motor temperature,servo motors,High limit,One minute,10,33,20,2023-01-18 14:05:31.985, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1111,A_op_20_motor temperature_2023-01-18 14:05:31.985,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:31.985, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1112,A_op_20_motor temperature_2023-01-18 14:05:31.985,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:31.985, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1114,A_op_20_motor temperature_2023-01-18 14:05:31.985,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:31.985, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1115,A_op_20_motor temperature_2023-01-18 14:05:31.986,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:31.986, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1116,A_op_20_motor temperature_2023-01-18 14:05:31.986,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:31.986, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1117,A_op_20_motor temperature_2023-01-18 14:05:34.995,op_20,motor temperature,servo motors,High limit,One minute,10,56,20,2023-01-18 14:05:34.995, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1118,A_op_20_motor temperature_2023-01-18 14:05:34.995,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:34.995, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1119,A_op_20_motor temperature_2023-01-18 14:05:34.995,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:34.995, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1121,A_op_20_motor temperature_2023-01-18 14:05:34.995,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:34.995, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1122,A_op_20_motor temperature_2023-01-18 14:05:34.996,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:34.996, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1123,A_op_20_motor temperature_2023-01-18 14:05:34.996,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:34.996, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1124,A_op_20_motor temperature_2023-01-18 14:05:37.996,op_20,motor temperature,servo motors,High limit,One minute,10,24,20,2023-01-18 14:05:37.996, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1125,A_op_20_motor temperature_2023-01-18 14:05:37.996,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:37.996, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1126,A_op_20_motor temperature_2023-01-18 14:05:37.997,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:37.997, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1128,A_op_20_motor temperature_2023-01-18 14:05:37.997,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:37.997, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1129,A_op_20_motor temperature_2023-01-18 14:05:37.997,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:37.997, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1130,A_op_20_motor temperature_2023-01-18 14:05:37.998,op_20,motor temperature,servo motors,Low limit,One minute,10,0,20,2023-01-18 14:05:37.998, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1285,A_op_20_motor temperature_2023-01-18 14:13:56.712,op_20,motor temperature,servo motors,High limit,Ten Minute,10,74,20,2023-01-18 14:13:56.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1286,A_op_20_motor temperature_2023-01-18 14:13:56.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:56.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1287,A_op_20_motor temperature_2023-01-18 14:13:56.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:56.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1289,A_op_20_motor temperature_2023-01-18 14:13:56.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:56.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1290,A_op_20_motor temperature_2023-01-18 14:13:56.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:56.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1291,A_op_20_motor temperature_2023-01-18 14:13:56.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:56.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1292,A_op_20_motor temperature_2023-01-18 14:13:59.711,op_20,motor temperature,servo motors,High limit,Ten Minute,10,86,20,2023-01-18 14:13:59.711, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1293,A_op_20_motor temperature_2023-01-18 14:13:59.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:59.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1294,A_op_20_motor temperature_2023-01-18 14:13:59.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:59.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1296,A_op_20_motor temperature_2023-01-18 14:13:59.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:59.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1297,A_op_20_motor temperature_2023-01-18 14:13:59.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:59.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1298,A_op_20_motor temperature_2023-01-18 14:13:59.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:13:59.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1299,A_op_20_motor temperature_2023-01-18 14:14:02.708,op_20,motor temperature,servo motors,High limit,Ten Minute,10,26,20,2023-01-18 14:14:02.708, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1300,A_op_20_motor temperature_2023-01-18 14:14:02.709,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:02.709, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1301,A_op_20_motor temperature_2023-01-18 14:14:02.709,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:02.709, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1303,A_op_20_motor temperature_2023-01-18 14:14:02.709,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:02.709, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1304,A_op_20_motor temperature_2023-01-18 14:14:02.709,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:02.709, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1305,A_op_20_motor temperature_2023-01-18 14:14:02.710,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:02.710, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1306,A_op_20_motor temperature_2023-01-18 14:14:05.711,op_20,motor temperature,servo motors,High limit,Ten Minute,10,33,20,2023-01-18 14:14:05.711, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1307,A_op_20_motor temperature_2023-01-18 14:14:05.711,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:05.711, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1308,A_op_20_motor temperature_2023-01-18 14:14:05.711,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:05.711, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1310,A_op_20_motor temperature_2023-01-18 14:14:05.711,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:05.711, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1311,A_op_20_motor temperature_2023-01-18 14:14:05.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:05.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1312,A_op_20_motor temperature_2023-01-18 14:14:05.712,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:05.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1314,A_op_20_motor temperature_2023-01-18 14:14:08.712,op_20,motor temperature,servo motors,High limit,Ten Minute,10,52,20,2023-01-18 14:14:08.712, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1315,A_op_20_motor temperature_2023-01-18 14:14:08.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:08.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1316,A_op_20_motor temperature_2023-01-18 14:14:08.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:08.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1317,A_op_20_motor temperature_2023-01-18 14:14:08.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:08.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1318,A_op_20_motor temperature_2023-01-18 14:14:08.713,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:08.713, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1319,A_op_20_motor temperature_2023-01-18 14:14:08.714,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:08.714, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1320,A_op_20_motor temperature_2023-01-18 14:14:11.715,op_20,motor temperature,servo motors,High limit,Ten Minute,10,98,20,2023-01-18 14:14:11.715, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1321,A_op_20_motor temperature_2023-01-18 14:14:11.715,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:11.715, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1322,A_op_20_motor temperature_2023-01-18 14:14:11.715,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:11.715, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1323,A_op_20_motor temperature_2023-01-18 14:14:11.716,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:11.716, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1324,A_op_20_motor temperature_2023-01-18 14:14:11.716,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:11.716, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1325,A_op_20_motor temperature_2023-01-18 14:14:11.716,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:11.716, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1326,A_op_20_motor temperature_2023-01-18 14:14:14.716,op_20,motor temperature,servo motors,High limit,Ten Minute,10,21,20,2023-01-18 14:14:14.716, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1327,A_op_20_motor temperature_2023-01-18 14:14:14.717,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:14.717, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1328,A_op_20_motor temperature_2023-01-18 14:14:14.717,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:14.717, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1330,A_op_20_motor temperature_2023-01-18 14:14:14.717,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:14.717, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1331,A_op_20_motor temperature_2023-01-18 14:14:14.717,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:14.717, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1332,A_op_20_motor temperature_2023-01-18 14:14:14.718,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:14.718, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1333,A_op_20_motor temperature_2023-01-18 14:14:17.709,op_20,motor temperature,servo motors,High limit,Ten Minute,10,34,20,2023-01-18 14:14:17.709, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1334,A_op_20_motor temperature_2023-01-18 14:14:17.709,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:17.709, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1335,A_op_20_motor temperature_2023-01-18 14:14:17.710,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:17.710, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1336,A_op_20_motor temperature_2023-01-18 14:14:17.710,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:17.710, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1337,A_op_20_motor temperature_2023-01-18 14:14:17.710,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:17.710, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1338,A_op_20_motor temperature_2023-01-18 14:14:17.710,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:17.710, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1339,A_op_20_motor temperature_2023-01-18 14:14:20.727,op_20,motor temperature,servo motors,High limit,Ten Minute,10,61,20,2023-01-18 14:14:20.727, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1340,A_op_20_motor temperature_2023-01-18 14:14:20.728,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:20.728, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1341,A_op_20_motor temperature_2023-01-18 14:14:20.728,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:20.728, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
1343,A_op_20_motor temperature_2023-01-18 14:14:20.728,op_20,motor temperature,servo motors,Low limit,Ten Minute,10,0,20,2023-01-18 14:14:20.728, , ,Active,17 Hr 43 Min 57,2023-01-18, , 
